data__id,data__name,data__league_id,data__is_current_season,data__current_round_id,data__current_stage_id,data__fixtures__data__id,data__fixtures__data__league_id,data__fixtures__data__season_id,data__fixtures__data__stage_id,data__fixtures__data__round_id,,,data__fixtures__data__venue_id,data__fixtures__data__referee_id,data__fixtures__data__localteam_id,data__fixtures__data__visitorteam_id,data__fixtures__data__winner_team_id,data__fixtures__data__weather_report,data__fixtures__data__weather_report__code,data__fixtures__data__weather_report__type,data__fixtures__data__weather_report__icon,data__fixtures__data__weather_report__temperature__temp,data__fixtures__data__weather_report__temperature__unit,data__fixtures__data__weather_report__temperature_celcius__temp,data__fixtures__data__weather_report__temperature_celcius__unit,data__fixtures__data__weather_report__clouds,data__fixtures__data__weather_report__humidity,data__fixtures__data__weather_report__pressure,data__fixtures__data__weather_report__wind__speed,data__fixtures__data__weather_report__wind__degree,data__fixtures__data__weather_report__coordinates__lat,data__fixtures__data__weather_report__coordinates__lon,data__fixtures__data__weather_report__updated_at,data__fixtures__data__commentaries,data__fixtures__data__attendance,data__fixtures__data__pitch,data__fixtures__data__details,data__fixtures__data__neutral_venue,data__fixtures__data__winning_odds_calculated,data__fixtures__data__formations__localteam_formation,data__fixtures__data__formations__visitorteam_formation,data__fixtures__data__scores__localteam_score,data__fixtures__data__scores__visitorteam_score,data__fixtures__data__scores__localteam_pen_score,data__fixtures__data__scores__visitorteam_pen_score,data__fixtures__data__scores__ht_score,data__fixtures__data__scores__ft_score,data__fixtures__data__scores__et_score,data__fixtures__data__scores__ps_score,data__fixtures__data__time__status,data__fixtures__data__time__starting_at__date_time,data__fixtures__data__time__starting_at__date,data__fixtures__data__time__starting_at__time,data__fixtures__data__time__starting_at__timestamp,data__fixtures__data__time__starting_at__timezone,data__fixtures__data__time__minute,data__fixtures__data__time__second,data__fixtures__data__time__added_time,data__fixtures__data__time__extra_minute,data__fixtures__data__time__injury_time,data__fixtures__data__coaches__localteam_coach_id,data__fixtures__data__coaches__visitorteam_coach_id,data__fixtures__data__standings__localteam_position,data__fixtures__data__standings__visitorteam_position,data__fixtures__data__assistants__first_assistant_id,data__fixtures__data__assistants__second_assistant_id,data__fixtures__data__assistants__fourth_official_id,data__fixtures__data__leg,data__fixtures__data__colors,data__fixtures__data__colors__|,data__fixtures__data__colors__|__color,data__fixtures__data__colors__|__kit_colors,data__fixtures__data__deleted,,
,,,,,,11867274,8,16036,77443862,169656,,,149,14532,25,19,null,,clear,clear sky,https://cdn.sportmonks.com/images/weather/01d.png,74.14,fahrenheit,23.4,celcius,0%,50%,1022,9.17 m/s,300,51.66,-0.4,2019-09-15T17:15:05.450345Z,TRUE,21360,null,null,FALSE,TRUE,4-2-3-1,4-3-1-2,2,2,null,null,0-2,02-Feb,null,null,FT,15/09/2019 15:30,15/09/2019,15:30:00,1568561400,UTC,90,null,null,null,null,455821,455907,20,7,12794,12798,14814,01-Jan,,localteam,#FBED32,"#FBED32,#0A0A0A,#FFDF1B,#FFDF1B,#5C8FAE,#FFDF1B,#0A0A0A",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867275,8,16036,77443862,169656,,,492,13529,29,18,18,,clear,clear sky,https://cdn.sportmonks.com/images/weather/01d.png,68.99,fahrenheit,20.6,celcius,0%,46%,1029,11.41 m/s,210,52.58,-2.13,2019-09-14T15:45:06.350009Z,TRUE,31534,null,null,FALSE,TRUE,03/05/2002,3-4-2-1,2,5,null,null,0-3,02-May,null,null,FT,14/09/2019 14:00,14/09/2019,14:00:00,1568469600,UTC,90,null,null,null,null,455991,95,17,11,12096,13551,14663,01-Jan,,localteam,#FDBD0F,"#FDBD0F,#FDBD0F,#FDBD0F,#FDBD0F,#FDBD0F,#FFDF1B,#0A0A0A",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867276,8,16036,77443862,169657,,,204,13533,19,15,19,,drizzle,drizzle rain,https://cdn.sportmonks.com/images/weather/09d.png,62.47,fahrenheit,16.9,celcius,100%,77%,1005,10.29 m/s,210,51.51,-0.13,2019-09-22T17:15:04.098194Z,TRUE,60331,null,null,FALSE,TRUE,4-2-3-1,04/03/2003,3,2,null,null,0-1,03-Feb,null,null,FT,22/09/2019 15:30,22/09/2019,15:30:00,1569166200,UTC,90,null,null,null,null,455907,524237,10,18,12087,12245,14663,01-Jan,,localteam,#C40010,"#F0F0F0,#C40010,#C40010,#F0F0F0,#999999,#888888,#F0F0F0",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867277,8,16036,77443862,169657,,,200,11691,27,33,27,,clear,clear sky,https://cdn.sportmonks.com/images/weather/01d.png,72.21,fahrenheit,22.3,celcius,0%,46%,1011,13.87 m/s,140,53.79,-2.24,2019-09-21T15:45:05.608722Z,TRUE,19712,null,null,FALSE,TRUE,04/04/2002,4-2-3-1,2,0,null,null,2-0,2-0,null,null,FT,21/09/2019 14:00,21/09/2019,14:00:00,1569074400,UTC,90,null,null,null,null,455461,460535,14,13,12146,12715,14826,01-Jan,,localteam,#881319,"#79ADE2,#881319,#881319,#79ADE2,#5C8FAE,#FFDF1B,#F0F0F0",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867278,8,16036,77443862,169657,,,321614,15273,18,8,8,,drizzle,drizzle rain,https://cdn.sportmonks.com/images/weather/09d.png,62.47,fahrenheit,16.9,celcius,100%,77%,1005,10.29 m/s,210,51.51,-0.13,2019-09-22T17:15:04.161722Z,TRUE,40638,null,null,FALSE,TRUE,04/03/2003,04/03/2003,1,2,null,null,0-2,01-Feb,null,null,FT,22/09/2019 15:30,22/09/2019,15:30:00,1569166200,UTC,90,null,null,null,null,95,455353,9,1,12767,12769,15242,01-Jan,,localteam,#1544B8,"#1544B8,#1544B8,#183690,#183690,#183690,#183690,#1544B8",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867279,8,16036,77443862,169657,,,201,15835,51,29,null,,rain,shower rain,https://cdn.sportmonks.com/images/weather/09d.png,62.96,fahrenheit,17.2,celcius,75%,82%,1004,5.82 m/s,240,51.51,-0.13,2019-09-22T14:45:05.351925Z,TRUE,25122,null,null,FALSE,TRUE,04/05/2001,03/04/2003,1,1,null,null,0-0,01-Jan,null,null,FT,22/09/2019 13:00,22/09/2019,13:00:00,1569157200,UTC,90,null,null,null,null,4592176,455991,13,19,12799,12096,14805,01-Jan,,localteam,#0046A8,"#C40010,#0046A8,#C40010,#C40010,#999999,#888888,#0046A8",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,#FDBD0F,"#FDBD0F,#FDBD0F,#FDBD0F,#FDBD0F,#FDBD0F,#FFDF1B,#0A0A0A",,,
,,,,,,11867280,8,16036,77443862,169657,,,12,14663,13,21,21,,clear,clear sky,https://cdn.sportmonks.com/images/weather/01d.png,72.73,fahrenheit,22.6,celcius,0%,53%,1008,14.99 m/s,110,53.41,-2.98,2019-09-21T15:45:05.716957Z,TRUE,39354,null,null,FALSE,TRUE,4-2-3-1,03/05/2002,0,2,null,null,0-1,0-2,null,null,FT,21/09/2019 14:00,21/09/2019,14:00:00,1569074400,UTC,90,null,null,null,null,455424,455400,10,15,33340,12091,13565,01-Jan,,localteam,#0046A8,"#0046A8,#0046A8,#0046A8,#0046FF,#0E388C,#0E388C,#F0F0F0",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867281,8,16036,77443862,169657,,,117,15294,42,6,42,,clear,clear sky,https://cdn.sportmonks.com/images/weather/01d.png,72.05,fahrenheit,22.3,celcius,0%,49%,1012,16.11 m/s,110,52.64,-1.13,2019-09-21T13:15:05.010106Z,TRUE,32129,null,null,FALSE,TRUE,4-1-4-1,4-3-1-2,2,1,null,null,0-1,02-Jan,null,null,FT,21/09/2019 11:30,21/09/2019,11:30:00,1569065400,UTC,90,null,null,null,null,896460,455358,6,4,12085,12019,13677,01-Jan,,localteam,#0046A8,"#0046A8,#0046A8,#F0F0F0,#F0F0F0,#C40010,#0046A8,#F0F0F0",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867282,8,16036,77443862,169657,,,151,15241,9,25,9,,clear,clear sky,https://cdn.sportmonks.com/images/weather/01d.png,77.45,fahrenheit,25.3,celcius,1%,50%,1023,5.82 m/s,null,43,-71.45,2019-09-21T15:45:05.643307Z,TRUE,54273,null,null,FALSE,TRUE,04/03/2003,4-4-1-1,8,0,null,null,5-0,8-0,null,null,FT,21/09/2019 14:00,21/09/2019,14:00:00,1569074400,UTC,90,null,null,null,null,455361,455821,2,20,12090,14665,14829,01-Jan,,localteam,#79ADE2,"#79ADE2,#79ADE2,#79ADE2,#79ADE2,#C40010,#0046A8,#F0F0F0",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867283,8,16036,77443862,169657,,,449,15269,20,78,null,,clear,clear sky,https://cdn.sportmonks.com/images/weather/01n.png,60.76,fahrenheit,16,celcius,0%,87%,1010,8.05 m/s,130,54.98,-1.61,2019-09-21T18:15:02.137541Z,TRUE,14360,null,null,FALSE,TRUE,05/04/2001,03/04/2003,0,0,null,null,0-0,0-0,null,null,FT,21/09/2019 16:30,21/09/2019,16:30:00,1569083400,UTC,90,null,null,null,null,455377,452683,18,16,12026,12083,14812,01-Jan,,localteam,#0A0A0A,"#0A0A0A,#F0F0F0,#BBBBBB,#AAAAAA,#999999,#888888,#191911",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,#007848,"#007848,#007848,#007848,#007848,#C40010,#0046A8,#F0F0F0",,,
,,,,,,11867284,8,16036,77443862,169657,,,167,14808,65,52,52,,clear,clear sky,https://cdn.sportmonks.com/images/weather/01n.png,58.51,fahrenheit,14.7,celcius,0%,48%,1019,4.7 m/s,80,50.9,-1.4,2019-09-20T20:45:02.953755Z,TRUE,30168,null,null,FALSE,TRUE,4-2-2-2,04/04/2002,1,3,null,null,0-2,01-Mar,null,null,FT,20/09/2019 19:00,20/09/2019,19:00:00,1569006000,UTC,90,null,null,null,null,524297,523911,10,9,13551,17242,15293,01-Jan,,localteam,#C40010,"#C40010,#F0F0F0,#C40010,#C40010,#A10C12,#A10C12,#0A0A0A",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867285,8,16036,77443862,169657,,,214,14532,1,14,1,,rain,shower rain,https://cdn.sportmonks.com/images/weather/09d.png,62.96,fahrenheit,17.2,celcius,75%,82%,1004,5.82 m/s,240,51.51,-0.13,2019-09-22T14:45:05.289505Z,TRUE,59936,null,null,FALSE,TRUE,4-1-4-1,4-2-3-1,2,0,null,null,1-0,2-0,null,null,FT,22/09/2019 13:00,22/09/2019,13:00:00,1569157200,UTC,90,null,null,null,null,523898,524307,11,6,12794,12798,15270,01-Jan,,localteam,#832034,"#C0D6FE,#C0D6FE,#832034,#832034,#999999,#888888,#832034",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867286,8,16036,77443862,169658,,,146,15835,52,1,null,,rain,light rain,https://cdn.sportmonks.com/images/weather/10d.png,61.97,fahrenheit,16.7,celcius,75%,67%,1011,16.11 m/s,240,50.72,-1.88,2019-09-28T15:45:06.868692Z,TRUE,10729,null,null,FALSE,TRUE,04/04/2002,4-1-4-1,2,2,null,null,01-Jan,02-Feb,null,null,FT,28/09/2019 14:00,28/09/2019,14:00:00,1569679200,UTC,90,null,null,null,null,523911,523898,6,5,12083,12715,19891,01-Jan,,localteam,#C40010,"#C40010,#0A0A0A,#5B0623,#0A0A0A,#5C8FAE,#FFDF1B,#0A0A0A",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867287,8,16036,77443862,169658,,,5,15270,15,27,null,,clouds,overcast clouds,https://cdn.sportmonks.com/images/weather/04d.png,84.69,fahrenheit,29.3,celcius,90%,51%,1021,3.36 m/s,360,33.52,-86.8,2019-09-28T15:45:06.902555Z,TRUE,41536,null,null,FALSE,TRUE,04/03/2003,04/04/2002,2,2,null,null,1-0,02-Feb,null,null,FT,28/09/2019 14:00,28/09/2019,14:00:00,1569679200,UTC,90,null,null,null,null,524237,455461,18,9,12019,12018,14825,01-Jan,,localteam,#940014,"#79ADE2,#832034,#832034,#832034,#0A0A0A,#888888,#F0F0F0",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867288,8,16036,77443862,169658,,,321614,14808,18,78,18,,rain,shower rain,https://cdn.sportmonks.com/images/weather/09d.png,63.55,fahrenheit,17.5,celcius,20%,59%,1009,13.87 m/s,250,51.51,-0.13,2019-09-28T15:45:06.853974Z,TRUE,40683,null,null,FALSE,TRUE,04/03/2003,03/04/2003,2,0,null,null,0-0,2-0,null,null,FT,28/09/2019 14:00,28/09/2019,14:00:00,1569679200,UTC,90,null,null,null,null,95,452683,11,15,12712,17242,13677,01-Jan,,localteam,#1544B8,"#1544B8,#1544B8,#183690,#183690,#183690,#183690,#1544B8",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867289,8,16036,77443862,169658,,,201,13533,51,33,51,,rain,shower rain,https://cdn.sportmonks.com/images/weather/09d.png,63.55,fahrenheit,17.5,celcius,20%,59%,1009,13.87 m/s,250,51.51,-0.13,2019-09-28T15:45:06.879464Z,TRUE,25477,null,null,FALSE,TRUE,04/05/2001,4-2-3-1,2,0,null,null,1-0,2-0,null,null,FT,28/09/2019 14:00,28/09/2019,14:00:00,1569679200,UTC,90,null,null,null,null,4592176,460535,12,16,12025,12769,14807,01-Jan,,localteam,#0046A8,"#C40010,#0046A8,#C40010,#C40010,#999999,#888888,#0046A8",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867290,8,16036,77443862,169658,,,12,15273,13,9,9,,rain,shower rain,https://cdn.sportmonks.com/images/weather/09n.png,57.43,fahrenheit,14.1,celcius,75%,87%,1004,11.41 m/s,220,53.41,-2.98,2019-09-28T18:15:03.682604Z,TRUE,39222,null,null,FALSE,TRUE,4-2-3-1,04/03/2003,1,3,null,null,01-Jan,01-Mar,null,null,FT,28/09/2019 16:30,28/09/2019,16:30:00,1569688200,UTC,90,null,null,null,null,455424,455361,14,2,12767,14665,15293,01-Jan,,localteam,#0046A8,"#0046A8,#0046A8,#0046A8,#0046FF,#0E388C,#0E388C,#F0F0F0",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867291,8,16036,77443862,169658,,,117,15293,42,20,42,,rain,shower rain,https://cdn.sportmonks.com/images/weather/09d.png,54.86,fahrenheit,12.7,celcius,75%,100%,997,14.99 m/s,340,52.64,-1.13,2019-09-29T17:15:04.994894Z,TRUE,32168,null,null,FALSE,TRUE,4-1-4-1,4-2-3-1,5,0,null,null,1-0,5-0,null,null,FT,29/09/2019 15:30,29/09/2019,15:30:00,1569771000,UTC,90,null,null,null,null,896460,455377,5,19,12026,12090,11691,01-Jan,,localteam,#0046A8,"#0046A8,#0046A8,#F0F0F0,#F0F0F0,#C40010,#0046A8,#F0F0F0",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867292,8,16036,77443862,169658,,,206,15242,14,19,null,,rain,light intensity shower rain,https://cdn.sportmonks.com/images/weather/09n.png,53.29,fahrenheit,11.8,celcius,75%,93%,1001,6.93 m/s,70,53.48,-2.24,2019-09-30T20:45:03.034687Z,TRUE,73201,null,null,FALSE,TRUE,4-2-3-1,04/03/2003,1,1,null,null,1-0,01-Jan,null,null,FT,30/09/2019 19:00,30/09/2019,19:00:00,1569870000,UTC,90,null,null,null,null,524307,455907,11,8,12085,12799,14808,01-Jan,,localteam,#D50619,"#C40010,#C40010,#C40010,#C40010,#A70000,#A70000,#F0F0F0",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867293,8,16036,77443862,169658,,,2,14532,21,8,8,,rain,shower rain,https://cdn.sportmonks.com/images/weather/09d.png,59.5,fahrenheit,15.3,celcius,75%,77%,1005,14.99 m/s,250,53.38,-1.47,2019-09-28T13:15:04.640783Z,TRUE,31774,null,null,FALSE,TRUE,03/05/2002,04/03/2003,0,1,null,null,0-0,0-1,null,null,FT,28/09/2019 11:30,28/09/2019,11:30:00,1569670200,UTC,90,null,null,null,null,455400,455353,10,1,12794,12798,14659,01-Jan,,localteam,#C40010,"#C40010,#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FFDF1B,#0A0A0A",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867294,8,16036,77443862,169658,,,281313,13529,6,65,6,,rain,shower rain,https://cdn.sportmonks.com/images/weather/09d.png,63.55,fahrenheit,17.5,celcius,20%,59%,1009,13.87 m/s,250,51.51,-0.13,2019-09-28T15:45:06.900019Z,TRUE,59645,null,null,FALSE,TRUE,4-3-1-2,3-4-1-2,2,1,null,null,02-Jan,02-Jan,null,null,FT,28/09/2019 14:00,28/09/2019,14:00:00,1569679200,UTC,90,null,null,null,null,455358,524297,7,13,12096,12091,14878,01-Jan,,localteam,#F0F0F0,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#EEEEEE,#EEEEEE,#022857",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867295,8,16036,77443862,169658,,,492,15294,29,25,29,,rain,light intensity shower rain,https://cdn.sportmonks.com/images/weather/09d.png,60.69,fahrenheit,15.9,celcius,75%,67%,1006,12.75 m/s,240,52.58,-2.13,2019-09-28T15:45:06.953863Z,TRUE,30711,null,null,FALSE,TRUE,3-4-2-1,04/03/2003,2,0,null,null,1-0,2-0,null,null,FT,28/09/2019 14:00,28/09/2019,14:00:00,1569679200,UTC,90,null,null,null,null,455991,455821,19,20,12087,12245,19850,01-Jan,,localteam,#FDBD0F,"#FDBD0F,#FDBD0F,#FDBD0F,#FDBD0F,#FDBD0F,#FFDF1B,#0A0A0A",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867296,8,16036,77443862,169659,,,204,15269,19,52,19,,rain,shower rain,https://cdn.sportmonks.com/images/weather/09d.png,60.76,fahrenheit,16,celcius,13%,59%,1010,19.46 m/s,270,51.51,-0.13,2019-10-06T14:45:04.686001Z,TRUE,60326,null,null,FALSE,TRUE,4-2-3-1,04/04/2002,1,0,null,null,1-0,1-0,null,null,FT,06/10/2019 13:00,06/10/2019,13:00:00,1570366800,UTC,90,null,null,null,null,455907,523911,6,10,12798,12083,14814,01-Jan,,localteam,#C40010,"#F0F0F0,#C40010,#C40010,#F0F0F0,#999999,#888888,#F0F0F0",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,#022857,"#022857,#022857,#000C82,#000C82,#C40010,#0046A8,#022857",,,
,,,,,,11867297,8,16036,77443862,169659,,,480,13533,78,6,78,,clouds,scattered clouds,https://cdn.sportmonks.com/images/weather/03d.png,59.09,fahrenheit,15.1,celcius,40%,77%,1015,8.05 m/s,120,50.86,-0.08,2019-10-05T13:15:06.658634Z,TRUE,30610,null,null,FALSE,TRUE,04/04/2002,4-2-3-1,3,0,null,null,2-0,3-0,null,null,FT,05/10/2019 11:30,05/10/2019,11:30:00,1570275000,UTC,90,null,null,null,null,452683,455358,16,6,12025,12769,13677,01-Jan,,localteam,#002B87,"#002B87,#F0F0F0,#5B0623,#0A0A0A,#5C8FAE,#FFDF1B,#002B87",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867298,8,16036,77443862,169659,,,200,13529,27,13,27,,clouds,scattered clouds,https://cdn.sportmonks.com/images/weather/03d.png,57.54,fahrenheit,14.2,celcius,40%,76%,1014,9.17 m/s,150,53.79,-2.24,2019-10-05T15:45:06.284579Z,TRUE,20650,null,null,FALSE,TRUE,04/04/2002,4-2-3-1,1,0,null,null,0-0,1-0,null,null,FT,05/10/2019 14:00,05/10/2019,14:00:00,1570284000,UTC,90,null,null,null,null,455461,455424,11,15,12711,12715,13537,01-Jan,,localteam,#881319,"#79ADE2,#881319,#881319,#79ADE2,#5C8FAE,#FFDF1B,#F0F0F0",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867299,8,16036,77443862,169659,,,230,14808,8,42,8,,clouds,few clouds,https://cdn.sportmonks.com/images/weather/02d.png,57.88,fahrenheit,14.4,celcius,20%,82%,1012,10.29 m/s,150,53.41,-2.98,2019-10-05T15:45:06.490361Z,TRUE,53322,null,null,FALSE,TRUE,04/03/2003,4-1-4-1,2,1,null,null,1-0,02-Jan,null,null,FT,05/10/2019 14:00,05/10/2019,14:00:00,1570284000,UTC,90,null,null,null,null,455353,896460,1,3,13551,17242,15241,01-Jan,,localteam,#C40010,"#C40010,#C40010,#C40010,#C40010,#A71212,#A71212,#C40010",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867300,8,16036,77443862,169659,,,151,15293,9,29,29,,clouds,broken clouds,https://cdn.sportmonks.com/images/weather/04d.png,56.19,fahrenheit,13.4,celcius,75%,70%,1027,5.82 m/s,260,43,-71.45,2019-10-06T14:45:04.682721Z,TRUE,54435,null,null,FALSE,TRUE,4-2-3-1,03/05/2002,0,2,null,null,0-0,0-2,null,null,FT,06/10/2019 13:00,06/10/2019,13:00:00,1570366800,UTC,90,null,null,null,null,455361,455991,2,15,12026,12799,14808,01-Jan,,localteam,#79ADE2,"#79ADE2,#79ADE2,#79ADE2,#79ADE2,#C40010,#0046A8,#F0F0F0",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,#0A0A0A,"#0A0A0A,#0A0A0A,#FF8000,#00C1BA,#C40010,#0046A8,#0A0A0A",,,
,,,,,,11867301,8,16036,77443862,169659,,,449,15241,20,14,20,,rain,light rain,https://cdn.sportmonks.com/images/weather/10d.png,52.18,fahrenheit,11.2,celcius,75%,100%,1014,4.7 m/s,90,54.98,-1.61,2019-10-06T17:15:03.195106Z,TRUE,51198,null,null,FALSE,TRUE,05/04/2001,4-2-3-1,1,0,null,null,0-0,1-0,null,null,FT,06/10/2019 15:30,06/10/2019,15:30:00,1570375800,UTC,90,null,null,null,null,455377,524307,19,11,12090,33340,15270,01-Jan,,localteam,#0A0A0A,"#0A0A0A,#F0F0F0,#BBBBBB,#AAAAAA,#999999,#888888,#191911",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,#D50619,"#C40010,#C40010,#C40010,#C40010,#A70000,#A70000,#F0F0F0",,,
,,,,,,11867302,8,16036,77443862,169659,,,489,14661,33,15,15,,clouds,few clouds,https://cdn.sportmonks.com/images/weather/02d.png,59.16,fahrenheit,15.1,celcius,20%,62%,1016,11.41 m/s,100,52.63,1.29,2019-10-05T15:45:06.490933Z,TRUE,27045,null,null,FALSE,TRUE,4-2-3-1,04/03/2003,1,5,null,null,0-2,01-May,null,null,FT,05/10/2019 14:00,05/10/2019,14:00:00,1570284000,UTC,90,null,null,null,null,460535,524237,17,18,12085,12091,14878,01-Jan,,localteam,#FFDF1B,"#FBED32,#FBED32,#FBED32,#316F37,#999999,#888888,#316F37",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867303,8,16036,77443862,169659,,,167,15294,65,18,18,,clouds,few clouds,https://cdn.sportmonks.com/images/weather/02d.png,61.23,fahrenheit,16.2,celcius,20%,59%,1013,19.46 m/s,300,50.9,-1.4,2019-10-06T14:45:04.719425Z,TRUE,31473,null,null,FALSE,TRUE,04/03/2003,04/03/2003,1,4,null,null,01-Mar,01-Apr,null,null,FT,06/10/2019 13:00,06/10/2019,13:00:00,1570366800,UTC,90,null,null,null,null,524297,95,16,9,12087,12245,14663,01-Jan,,localteam,#C40010,"#C40010,#F0F0F0,#C40010,#C40010,#A10C12,#A10C12,#0A0A0A",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,#1544B8,"#1544B8,#1544B8,#183690,#183690,#183690,#183690,#1544B8",,,
