data__id,data__name,data__league_id,data__is_current_season,data__current_round_id,data__current_stage_id,data__fixtures__data__id,data__fixtures__data__league_id,data__fixtures__data__season_id,data__fixtures__data__stage_id,data__fixtures__data__round_id,,,data__fixtures__data__venue_id,data__fixtures__data__referee_id,data__fixtures__data__localteam_id,data__fixtures__data__visitorteam_id,data__fixtures__data__winner_team_id,data__fixtures__data__weather_report,data__fixtures__data__weather_report__code,data__fixtures__data__weather_report__type,data__fixtures__data__weather_report__icon,data__fixtures__data__weather_report__temperature__temp,data__fixtures__data__weather_report__temperature__unit,data__fixtures__data__weather_report__temperature_celcius__temp,data__fixtures__data__weather_report__temperature_celcius__unit,data__fixtures__data__weather_report__clouds,data__fixtures__data__weather_report__humidity,data__fixtures__data__weather_report__pressure,data__fixtures__data__weather_report__wind__speed,data__fixtures__data__weather_report__wind__degree,data__fixtures__data__weather_report__coordinates__lat,data__fixtures__data__weather_report__coordinates__lon,data__fixtures__data__weather_report__updated_at,data__fixtures__data__commentaries,data__fixtures__data__attendance,data__fixtures__data__pitch,data__fixtures__data__details,data__fixtures__data__neutral_venue,data__fixtures__data__winning_odds_calculated,data__fixtures__data__formations__localteam_formation,data__fixtures__data__formations__visitorteam_formation,data__fixtures__data__scores__localteam_score,data__fixtures__data__scores__visitorteam_score,data__fixtures__data__scores__localteam_pen_score,data__fixtures__data__scores__visitorteam_pen_score,data__fixtures__data__scores__ht_score,data__fixtures__data__scores__ft_score,data__fixtures__data__scores__et_score,data__fixtures__data__scores__ps_score,data__fixtures__data__time__status,data__fixtures__data__time__starting_at__date_time,data__fixtures__data__time__starting_at__date,data__fixtures__data__time__starting_at__time,data__fixtures__data__time__starting_at__timestamp,data__fixtures__data__time__starting_at__timezone,data__fixtures__data__time__minute,data__fixtures__data__time__second,data__fixtures__data__time__added_time,data__fixtures__data__time__extra_minute,data__fixtures__data__time__injury_time,data__fixtures__data__coaches__localteam_coach_id,data__fixtures__data__coaches__visitorteam_coach_id,data__fixtures__data__standings__localteam_position,data__fixtures__data__standings__visitorteam_position,data__fixtures__data__assistants__first_assistant_id,data__fixtures__data__assistants__second_assistant_id,data__fixtures__data__assistants__fourth_official_id,data__fixtures__data__leg,data__fixtures__data__colors,data__fixtures__data__colors__|,data__fixtures__data__colors__|__color,data__fixtures__data__colors__|__kit_colors,data__fixtures__data__deleted,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867335,8,16036,77443862,169662,,,214,15835,1,20,20,,rain,light rain,https://cdn.sportmonks.com/images/weather/10n.png,52.45,fahrenheit,11.4,celcius,97%,82%,977,17.22 m/s,230,51.51,-0.13,2019-11-02T16:45:04.788056Z,TRUE,59907,null,null,FALSE,TRUE,4-1-4-1,05/04/2001,2,3,null,null,0-2,02-Mar,null,null,FT,02/11/2019 15:00,02/11/2019,15:00:00,1572706800,UTC,90,null,null,null,null,523898,455377,10,17,12096,12799,17866,01-Jan,,localteam,#832034,"#C0D6FE,#C0D6FE,#832034,#832034,#999999,#888888,#832034",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867336,8,16036,77443862,169663,,,200,15242,27,1,27,,rain,light rain,https://cdn.sportmonks.com/images/weather/10n.png,40.15,fahrenheit,4.5,celcius,20%,93%,1004,5.82 m/s,80,53.79,-2.24,2019-11-09T16:45:02.725578Z,TRUE,20255,null,null,FALSE,TRUE,04/04/2002,4-4-1-1,3,0,null,null,2-0,3-0,null,null,FT,09/11/2019 15:00,09/11/2019,15:00:00,1573311600,UTC,90,13,5,null,59,455461,523898,14,13,12019,12089,15268,01-Jan,,localteam,#881319,"#79ADE2,#881319,#881319,#79ADE2,#5C8FAE,#FFDF1B,#F0F0F0",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867337,8,16036,77443862,169663,,,321614,15241,18,51,18,,clouds,broken clouds,https://cdn.sportmonks.com/images/weather/04d.png,43.77,fahrenheit,6.5,celcius,75%,75%,1004,10.29 m/s,110,51.51,-0.13,2019-11-09T14:15:04.071221Z,TRUE,40525,null,null,FALSE,TRUE,4-2-3-1,04/05/2001,2,0,null,null,0-0,2-0,null,null,FT,09/11/2019 12:30,09/11/2019,12:30:00,1573302600,UTC,90,null,null,null,null,95,4592176,4,9,12090,14665,14661,01-Jan,,localteam,#1544B8,"#1544B8,#1544B8,#183690,#183690,#183690,#183690,#1544B8",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867338,8,16036,77443862,169663,,,291285,14808,42,19,42,,rain,moderate rain,https://cdn.sportmonks.com/images/weather/10n.png,39.83,fahrenheit,4.4,celcius,75%,93%,1004,10.29 m/s,60,52.64,-1.13,2019-11-09T19:15:02.580405Z,TRUE,32209,null,null,FALSE,TRUE,4-1-4-1,3-4-1-2,2,0,null,null,0-0,2-0,null,null,FT,09/11/2019 17:30,09/11/2019,17:30:00,1573320600,UTC,90,null,null,null,null,896460,455907,3,5,13551,12083,14532,01-Jan,,localteam,#1E48C0,"#0046A8,#0046A8,#0046A8,#0046A8,#5C8FAE,#FFDF1B,#F0F0F0",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867339,8,16036,77443862,169663,,,230,15273,8,9,8,,clouds,scattered clouds,https://cdn.sportmonks.com/images/weather/03n.png,40.64,fahrenheit,4.8,celcius,37%,86%,1010,8.05 m/s,130,53.41,-2.98,2019-11-10T18:15:04.617370Z,TRUE,53324,null,null,FALSE,TRUE,04/03/2003,4-2-3-1,3,1,null,null,2-0,03-Jan,null,null,FT,10/11/2019 16:30,10/11/2019,16:30:00,1573403400,UTC,90,null,null,null,null,455353,455361,1,4,12767,12769,15241,01-Jan,,localteam,#C40010,"#C40010,#C40010,#C40010,#C40010,#A71212,#A71212,#C40010",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867340,8,16036,77443862,169663,,,206,13533,14,78,14,,clouds,few clouds,https://cdn.sportmonks.com/images/weather/02d.png,43.66,fahrenheit,6.5,celcius,20%,75%,1014,2.24 m/s,220,53.48,-2.24,2019-11-10T15:45:04.162222Z,TRUE,73556,null,null,FALSE,TRUE,4-2-3-1,04/04/2002,3,1,null,null,2-0,03-Jan,null,null,FT,10/11/2019 14:00,10/11/2019,14:00:00,1573394400,UTC,90,null,null,null,null,524307,452683,14,8,12025,12245,15242,01-Jan,,localteam,#D50619,"#C40010,#C40010,#C40010,#C40010,#A70000,#A70000,#F0F0F0",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867341,8,16036,77443862,169663,,,449,15269,20,52,20,,rain,shower rain,https://cdn.sportmonks.com/images/weather/09n.png,38.46,fahrenheit,3.6,celcius,20%,74%,1006,5.82 m/s,80,54.98,-1.61,2019-11-09T16:45:02.813671Z,TRUE,44424,null,null,FALSE,TRUE,05/04/2001,04/04/2002,2,1,null,null,01-Jan,02-Jan,null,null,FT,09/11/2019 15:00,09/11/2019,15:00:00,1573311600,UTC,90,null,null,null,null,455377,523911,15,7,12026,12715,13565,01-Jan,,localteam,#0A0A0A,"#0A0A0A,#F0F0F0,#BBBBBB,#AAAAAA,#999999,#888888,#191911",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867342,8,16036,77443862,169663,,,489,14533,33,25,25,,clouds,scattered clouds,https://cdn.sportmonks.com/images/weather/03n.png,42.62,fahrenheit,5.9,celcius,40%,93%,1009,9.17 m/s,300,52.63,1.29,2019-11-08T21:45:02.183250Z,TRUE,27074,null,null,FALSE,TRUE,4-2-3-1,05/03/2002,0,2,null,null,0-1,0-2,null,null,FT,08/11/2019 20:00,08/11/2019,20:00:00,1573243200,UTC,90,null,null,null,null,460535,455821,19,20,12085,12712,15763,01-Jan,,localteam,#FFDF1B,"#FBED32,#FBED32,#FBED32,#316F37,#999999,#888888,#316F37",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867343,8,16036,77443862,169663,,,167,15294,65,13,13,,clouds,few clouds,https://cdn.sportmonks.com/images/weather/02n.png,44.46,fahrenheit,6.9,celcius,20%,81%,1000,10.29 m/s,280,50.9,-1.4,2019-11-09T16:45:02.878324Z,TRUE,29754,null,null,FALSE,TRUE,03/04/2003,4-2-3-1,1,2,null,null,0-1,01-Feb,null,null,FT,09/11/2019 15:00,09/11/2019,15:00:00,1573311600,UTC,90,null,null,null,null,524297,455424,19,17,12087,12711,14813,01-Jan,,localteam,#C40010,"#C40010,#F0F0F0,#C40010,#C40010,#A10C12,#A10C12,#0A0A0A",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867344,8,16036,77443862,169663,,,819,13529,6,21,null,,rain,light rain,https://cdn.sportmonks.com/images/weather/10n.png,43.84,fahrenheit,6.6,celcius,75%,87%,1002,10.29 m/s,100,51.51,-0.13,2019-11-09T16:45:03.016856Z,TRUE,59781,null,null,FALSE,TRUE,4-2-3-1,03/05/2002,1,1,null,null,0-0,01-Jan,null,null,FT,09/11/2019 15:00,09/11/2019,15:00:00,1573311600,UTC,90,null,null,null,null,455358,455400,11,6,12096,12799,14878,01-Jan,,localteam,#F0F0F0,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#EEEEEE,#EEEEEE,#022857",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867345,8,16036,77443862,169663,,,492,14532,29,15,29,,clouds,scattered clouds,https://cdn.sportmonks.com/images/weather/03d.png,44.11,fahrenheit,6.7,celcius,40%,75%,1014,3.36 m/s,null,52.58,-2.13,2019-11-10T15:45:04.214968Z,TRUE,31607,null,null,FALSE,TRUE,03/04/2003,04/03/2003,2,1,null,null,1-0,02-Jan,null,null,FT,10/11/2019 14:00,10/11/2019,14:00:00,1573394400,UTC,90,null,null,null,null,455991,524237,15,17,12794,12798,11691,01-Jan,,localteam,#FDBD0F,"#FDBD0F,#FDBD0F,#FDBD0F,#FDBD0F,#FDBD0F,#FFDF1B,#0A0A0A",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867346,8,16036,77443862,169664,,,380,14663,52,29,29,,rain,light rain,https://cdn.sportmonks.com/images/weather/10n.png,50.04,fahrenheit,10,celcius,75%,93%,993,8.05 m/s,50,50.72,-1.88,2019-11-23T16:45:01.609272Z,TRUE,10539,null,null,FALSE,TRUE,03/04/2003,03/04/2003,1,2,null,null,0-2,01-Feb,null,null,FT,23/11/2019 15:00,23/11/2019,15:00:00,1574521200,UTC,90,null,null,null,null,523911,455991,9,8,12089,12091,14849,01-Jan,,localteam,#C40010,"#C40010,#0A0A0A,#5B0623,#0A0A0A,#5C8FAE,#FFDF1B,#0A0A0A",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867347,8,16036,77443862,169664,,,204,15835,19,65,null,,clouds,overcast clouds,https://cdn.sportmonks.com/images/weather/04n.png,50.05,fahrenheit,10,celcius,90%,87%,995,12.75 m/s,80,51.51,-0.13,2019-11-23T16:45:01.643850Z,TRUE,60295,null,null,FALSE,TRUE,3-4-1-2,04/04/2002,2,2,null,null,01-Jan,02-Feb,null,null,FT,23/11/2019 15:00,23/11/2019,15:00:00,1574521200,UTC,90,null,null,null,null,455907,524297,6,19,12799,12096,14012,01-Jan,,localteam,#C40010,"#F0F0F0,#C40010,#C40010,#F0F0F0,#999999,#888888,#F0F0F0",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867348,8,16036,77443862,169664,,,5,15270,15,20,15,,clear,clear sky,https://cdn.sportmonks.com/images/weather/01d.png,60.84,fahrenheit,16,celcius,1%,54%,1012,5.35 m/s,187,33.52,-86.8,2019-11-25T21:45:01.706231Z,TRUE,0,null,null,FALSE,TRUE,04/03/2003,05/04/2001,2,0,null,null,2-0,2-0,null,null,FT,25/11/2019 20:00,25/11/2019,20:00:00,1574712000,UTC,93,null,null,null,null,524237,455377,17,14,12085,12018,14813,01-Jan,,localteam,#940014,"#79ADE2,#832034,#832034,#832034,#0A0A0A,#888888,#F0F0F0",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867349,8,16036,77443862,169664,,,480,15241,78,42,42,,rain,moderate rain,https://cdn.sportmonks.com/images/weather/10n.png,50.72,fahrenheit,10.4,celcius,75%,100%,994,9.17 m/s,90,50.86,-0.08,2019-11-23T16:45:01.679855Z,TRUE,30640,null,null,FALSE,TRUE,04/03/2003,4-1-4-1,0,2,null,null,0-0,0-2,null,null,FT,23/11/2019 15:00,23/11/2019,15:00:00,1574521200,UTC,90,null,null,null,null,452683,896460,11,2,12090,14665,14805,01-Jan,,localteam,#002B87,"#002B87,#F0F0F0,#5B0623,#0A0A0A,#5C8FAE,#FFDF1B,#002B87",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867350,8,16036,77443862,169664,,,201,15242,51,8,8,,clouds,overcast clouds,https://cdn.sportmonks.com/images/weather/04n.png,50.05,fahrenheit,10,celcius,90%,87%,995,12.75 m/s,80,51.51,-0.13,2019-11-23T16:45:01.716145Z,TRUE,25486,null,null,FALSE,TRUE,04/05/2001,04/03/2003,1,2,null,null,0-0,01-Feb,null,null,FT,23/11/2019 15:00,23/11/2019,15:00:00,1574521200,UTC,90,null,null,null,null,4592176,455353,12,1,12019,12711,14659,01-Jan,,localteam,#0046A8,"#C40010,#0046A8,#C40010,#C40010,#999999,#888888,#0046A8",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867351,8,16036,77443862,169664,,,12,14532,13,33,33,,clouds,broken clouds,https://cdn.sportmonks.com/images/weather/04n.png,47.79,fahrenheit,8.8,celcius,75%,93%,997,9.17 m/s,40,53.41,-2.98,2019-11-23T16:45:01.754658Z,TRUE,39241,null,null,FALSE,TRUE,4-2-3-1,4-2-3-1,0,2,null,null,0-0,0-2,null,null,FT,23/11/2019 15:00,23/11/2019,15:00:00,1574521200,UTC,90,null,null,null,null,455424,460535,15,20,12794,12798,13530,01-Jan,,localteam,#0046A8,"#0046A8,#0046A8,#0046A8,#0046FF,#0E388C,#0E388C,#F0F0F0",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867352,8,16036,77443862,169664,,,151,15269,9,18,9,,clouds,few clouds,https://cdn.sportmonks.com/images/weather/02d.png,43.12,fahrenheit,6.2,celcius,20%,26%,1011,4.7 m/s,null,43,-71.45,2019-11-23T19:15:03.440381Z,TRUE,54486,null,null,FALSE,TRUE,04/03/2003,04/03/2003,2,1,null,null,02-Jan,02-Jan,null,null,FT,23/11/2019 17:30,23/11/2019,17:30:00,1574530200,UTC,95,null,null,null,null,455361,95,4,3,12026,12083,13533,01-Jan,,localteam,#79ADE2,"#79ADE2,#79ADE2,#79ADE2,#79ADE2,#C40010,#0046A8,#F0F0F0",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867353,8,16036,77443862,169664,,,2,14533,21,14,null,,mist,mist,https://cdn.sportmonks.com/images/weather/50n.png,46.87,fahrenheit,8.3,celcius,75%,100%,1004,3.36 m/s,120,53.38,-1.47,2019-11-24T18:15:03.610740Z,TRUE,32024,null,null,FALSE,TRUE,03/05/2002,3-4-2-1,3,3,null,null,1-0,03-Mar,null,null,FT,24/11/2019 16:30,24/11/2019,16:30:00,1574613000,UTC,95,null,null,null,null,455400,524307,8,10,12712,17242,14661,01-Jan,,localteam,#C40010,"#C40010,#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FFDF1B,#0A0A0A",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867354,8,16036,77443862,169664,,,149,15294,25,27,27,,rain,light rain,https://cdn.sportmonks.com/images/weather/10n.png,49.87,fahrenheit,9.9,celcius,75%,93%,994,13.87 m/s,70,51.66,-0.4,2019-11-23T16:45:01.811494Z,TRUE,19711,null,null,FALSE,TRUE,05/03/2002,04/04/2002,0,3,null,null,0-0,0-3,null,null,FT,23/11/2019 15:00,23/11/2019,15:00:00,1574521200,UTC,90,null,null,null,null,455821,455461,18,10,13551,12087,19868,01-Jan,,localteam,#FBED32,"#FBED32,#0A0A0A,#FFDF1B,#FFDF1B,#5C8FAE,#FFDF1B,#0A0A0A",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867355,8,16036,77443862,169664,,,214,15273,1,6,6,,clouds,few clouds,https://cdn.sportmonks.com/images/weather/02d.png,50.34,fahrenheit,10.2,celcius,20%,87%,994,10.29 m/s,90,51.51,-0.13,2019-11-23T14:15:02.616563Z,TRUE,59930,null,null,FALSE,TRUE,4-4-1-1,4-2-3-1,2,3,null,null,0-2,02-Mar,null,null,FT,23/11/2019 12:30,23/11/2019,12:30:00,1574512200,UTC,96,null,null,null,null,523898,455375,16,14,12767,12769,13677,01-Jan,,localteam,#832034,"#C0D6FE,#C0D6FE,#832034,#832034,#999999,#888888,#832034",FALSE,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visitorteam,null,null,,,
,,,,,,11867356,8,16036,77443862,169665,,,200,14814,27,51,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,30/11/2019 15:00,30/11/2019,15:00:00,1575126000,UTC,null,null,null,null,null,455461,4592176,7,13,12798,12096,11695,01-Jan,null,,,,FALSE,,
,,,,,,11867357,8,16036,77443862,169665,,,321614,13533,18,1,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,30/11/2019 15:00,30/11/2019,15:00:00,1575126000,UTC,null,null,null,null,null,95,523898,4,17,12025,12245,15268,01-Jan,null,,,,FALSE,,
,,,,,,11867358,8,16036,77443862,169665,,,291285,13529,42,13,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,01/12/2019 16:30,01/12/2019,16:30:00,1575217800,UTC,null,null,null,null,null,896460,455424,2,16,12799,12712,13533,01-Jan,null,,,,FALSE,,
,,,,,,11867359,8,16036,77443862,169665,,,230,15269,8,78,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,30/11/2019 15:00,30/11/2019,15:00:00,1575126000,UTC,null,null,null,null,null,455353,452683,1,12,12026,13551,11691,01-Jan,null,,,,FALSE,,
,,,,,,11867360,8,16036,77443862,169665,,,206,15293,14,15,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,01/12/2019 16:30,01/12/2019,16:30:00,1575217800,UTC,null,null,null,null,null,524307,524237,9,15,12090,33340,14532,01-Jan,null,,,,FALSE,,
,,,,,,11867361,8,16036,77443862,169665,,,449,14808,20,9,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,30/11/2019 12:30,30/11/2019,12:30:00,1575117000,UTC,null,null,null,null,null,455377,455361,14,3,17242,12794,14659,01-Jan,null,,,,FALSE,,
,,,,,,11867362,8,16036,77443862,169665,,,489,15294,33,19,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,01/12/2019 14:00,01/12/2019,14:00:00,1575208800,UTC,null,null,null,null,null,460535,455907,18,8,12083,12087,14012,01-Jan,null,,,,FALSE,,
,,,,,,11867363,8,16036,77443862,169665,,,167,15273,65,25,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,30/11/2019 17:30,30/11/2019,17:30:00,1575135000,UTC,null,null,null,null,null,524297,455821,19,20,12767,21081,13529,01-Jan,null,,,,FALSE,,
,,,,,,11867364,8,16036,77443862,169665,,,281313,15270,6,52,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,30/11/2019 15:00,30/11/2019,15:00:00,1575126000,UTC,null,null,null,null,null,455375,523911,10,11,12085,12018,15835,01-Jan,null,,,,FALSE,,
,,,,,,11867365,8,16036,77443862,169665,,,492,11691,29,21,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,01/12/2019 14:00,01/12/2019,14:00:00,1575208800,UTC,null,null,null,null,null,455991,455400,5,6,12146,12715,15269,01-Jan,null,,,,FALSE,,
,,,,,,11867366,8,16036,77443862,169666,,,204,null,19,78,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,05/12/2019 20:15,05/12/2019,20:15:00,1575576900,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867367,8,16036,77443862,169666,,,200,null,27,9,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,03/12/2019 20:15,03/12/2019,20:15:00,1575404100,UTC,null,null,null,null,null,455461,455361,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867368,8,16036,77443862,169666,,,117,null,42,25,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,04/12/2019 19:30,04/12/2019,19:30:00,1575487800,UTC,null,null,null,null,null,896460,455821,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867369,8,16036,77443862,169666,,,2,null,21,20,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,05/12/2019 19:30,05/12/2019,19:30:00,1575574200,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867370,8,16036,77443862,169666,,,492,null,29,1,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,04/12/2019 19:30,04/12/2019,19:30:00,1575487800,UTC,null,null,null,null,null,455991,523898,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867371,8,16036,77443862,169666,,,206,null,14,6,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,04/12/2019 19:30,04/12/2019,19:30:00,1575487800,UTC,null,null,null,null,null,524307,455375,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867372,8,16036,77443862,169666,,,321614,null,18,15,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,04/12/2019 19:30,04/12/2019,19:30:00,1575487800,UTC,null,null,null,null,null,95,524237,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867373,8,16036,77443862,169666,,,167,null,65,33,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,04/12/2019 19:30,04/12/2019,19:30:00,1575487800,UTC,null,null,null,null,null,524297,460535,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867374,8,16036,77443862,169666,,,201,null,51,52,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,03/12/2019 19:30,03/12/2019,19:30:00,1575401400,UTC,null,null,null,null,null,4592176,523911,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867375,8,16036,77443862,169666,,,230,null,8,13,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,04/12/2019 20:15,04/12/2019,20:15:00,1575490500,UTC,null,null,null,null,null,455353,455424,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867376,8,16036,77443862,169667,,,146,null,52,8,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,07/12/2019 15:00,07/12/2019,15:00:00,1575730800,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867377,8,16036,77443862,169667,,,5,null,15,42,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,08/12/2019 14:00,08/12/2019,14:00:00,1575813600,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867378,8,16036,77443862,169667,,,480,null,78,29,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,08/12/2019 16:30,08/12/2019,16:30:00,1575822600,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867379,8,16036,77443862,169667,,,12,null,13,18,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,07/12/2019 12:30,07/12/2019,12:30:00,1575721800,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
